Gene ,A1,A2,A3,B1,B2,B3,C1,C2,C3
Slc7a4,161,99,68,1,5,13,20,3,5
Slc7a5,1899,2729,2967,771,705,942,828,857,738
Slc7a6,636,704,615,300,210,320,260,187,170
Slc7a6os,535,574,448,1115,1111,1472,1210,1133,966
Slc7a7,33,10,52,91,97,75,63,77,33
Slc7a8,2047,2364,1846,793,705,757,696,718,536
Slc7a9,2,0,0,0,0,0,0,0,0
Slc8a1,1954,2201,1748,169,166,199,446,347,272
Slc8a2,3,1,1,16,14,19,4,4,4
Slc8a3,8,0,0,1,0,0,0,0,0
Slc8b1,544,611,427,473,450,578,315,244,260
Slc9a1,959,1099,928,495,469,637,467,454,363
Slc9a2,1,4,9,0,0,1,0,0,0
Slc9a3,0,0,0,0,0,0,0,0,0
Slc9a3r1,4498,3979,3262,7039,6868,7528,4224,3971,3347
Slc9a3r2,170,154,162,78,92,99,48,69,58
Slc9a4,16,14,4,10,4,0,2,2,0
Slc9a5,119,196,134,34,29,71,24,41,25
Slc9a7,1,0,0,0,0,0,0,0,0
Slc9a8,427,473,393,171,210,342,286,209,207
Slc9a9,0,2,0,1,0,0,0,0,0
Slc9b1,0,1,0,1,0,0,0,3,1
Slc9b2,0,0,0,0,0,0,0,0,0
Slc9c1,0,0,0,0,0,0,0,0,0
Slco1a1,0,0,0,0,0,0,0,0,0
Slco1a2,1,0,0,0,0,0,0,0,0
Slco1a5,0,0,0,0,0,0,0,1,0
Slco1a6,2,3,2,1,2,0,0,0,0
Slco1b2,0,0,0,0,0,0,0,0,0
Slco1c1,0,0,0,0,0,0,0,0,0
Slco2a1,20,23,34,25,23,15,32,34,30
Slco2b1,0,0,0,0,0,0,0,0,0
Slco3a1,26,38,18,7,2,11,8,32,15
Slco4a1,760,542,510,2898,3128,3344,2449,2301,2041
Slco4c1,1,1,0,3,11,12,12,4,11
Slco5a1,1,0,0,0,0,0,1,0,0
Slco6b1,0,0,0,0,0,0,0,0,0
Slco6c1,0,0,0,0,0,0,0,0,0
Slco6d1,0,0,0,0,0,0,0,0,0
Slfn13,707,1150,1112,1104,877,1528,1118,1330,730
Slfn2,1344,1368,1314,5289,4931,6251,4748,4499,3762
Slfn3,2085,3143,2407,7065,6544,9027,4662,4044,3276
Slfnl1,35,71,42,2,2,4,9,4,9
Slirp,481,477,327,185,137,211,185,156,150
Slit1,13,37,18,4,6,21,20,34,8
Slit2,222,210,246,1198,1072,1464,948,1125,717
Slit3,0,0,0,0,0,0,0,0,0
Slitrk1,0,0,0,0,0,0,0,0,0
Slitrk2,0,0,0,1,2,0,15,15,12
Slitrk3,0,0,0,0,0,0,0,0,0
Slitrk4,5,8,6,0,0,0,0,4,0
Slitrk5,0,0,0,1,2,0,2,3,1
Slitrk6,16,15,25,0,0,0,3,0,1
Slk,9511,8962,7626,11329,10489,14146,13441,11886,9727
Slmap,3192,3345,3000,3173,2909,3858,2871,2803,1995
Slmo1,33,30,19,19,15,36,38,15,9
Slmo2,1657,1665,1397,862,749,907,645,554,532
Sln,0,0,0,0,0,0,0,0,0
Slpi,29,34,45,701,653,950,1354,1953,910
Slpil2,0,0,0,0,9,11,3,3,4
Slpil3,0,0,0,0,0,0,0,0,0
Slu7,818,847,757,1921,1717,2137,1428,1183,1044
Slurp1,0,0,0,1,0,0,0,0,0
Slx1b,203,203,197,230,192,243,181,109,132
Slx4ip,99,87,56,17,13,20,33,28,14
Smad1,779,781,701,1048,927,1150,516,691,441
Smad2,1257,1125,1083,738,645,884,628,660,492
Smad3,2802,2857,2214,4621,4134,5150,6305,5537,4943
Smad4,1539,1494,1277,2571,2428,3346,2371,2219,1690
Smad5,586,608,539,677,615,801,521,550,402
Smad6,15,2,1,1,0,2,0,0,0
Smad7,40,37,54,1266,1232,1065,836,672,683
Smad9,0,0,0,0,0,0,0,0,0
Smagp,782,711,638,1188,1174,1388,1062,913,819
Smap2,1069,1042,830,871,858,1189,799,772,619
Smarca1,8,16,1,0,5,0,5,4,0
Smarca2,741,706,642,55,61,107,158,138,174
Smarca4,5969,6015,4860,2934,2873,3515,4126,3784,3244
Smarca5,4132,3784,3565,3985,3527,4988,2053,1845,1387
Smarcad1,1082,957,743,440,491,677,482,502,330
Smarcal1,381,444,298,108,105,114,47,62,49
Smarcb1,1196,1272,1135,602,670,714,485,419,360
Smarcc1,4356,4399,3909,1984,1834,2368,1718,1722,1232
Smarcd1,493,612,562,412,349,540,204,276,167
Smarcd2,2125,2113,1757,1360,1149,1607,1160,1114,994
Smarcd3,14,21,18,5,0,4,4,2,4
Smarce1,2368,2521,2394,1995,1936,2025,1869,1764,1584
Smc1a,2645,2903,2826,998,852,1091,658,695,578
Smc1b,4,5,16,0,0,0,0,0,1
Smc2,1437,2310,2637,289,198,344,55,51,43
Smc3,2946,3395,3360,2644,2141,3304,1867,1744,1212
Smc4,2439,3243,3803,1188,1204,1738,1124,1146,784
Smc5,2422,2370,2169,1772,1488,2319,1593,1340,985
Smc6,1920,2203,2184,565,522,927,512,512,365
Smco4,469,462,329,160,127,118,217,192,146
Smcp,0,0,0,0,0,0,0,0,0
Smcr8,674,594,511,2249,1981,2484,1287,1473,1013
Smg6,362,352,283,335,265,337,192,211,218
Smg7,1848,1648,1422,3200,2947,3814,2694,2104,1896
Smg9,512,606,502,649,493,539,630,618,547
Smgc,0,0,0,0,0,0,0,0,0
Smim1,0,0,0,0,0,0,0,0,0
Smim11,294,311,260,155,142,181,76,65,61
Smim12,312,265,185,110,88,58,100,107,122
Smim14,351,399,333,466,526,603,598,550,415
Smim15,1378,1360,1251,275,285,439,309,286,249
Smim17,0,0,0,0,0,0,0,0,0
Smim20,363,335,247,73,86,68,126,126,134
Smim22,890,1048,582,1103,1059,875,1407,1105,1416
Smim23,0,0,0,0,0,0,0,0,0
Smim3,317,317,294,51,53,48,86,84,65
Smim5,1,0,1,0,6,3,7,14,3
Smim7,1675,1767,1459,1385,1307,1742,1700,1500,1607
Smim8,186,201,101,24,22,20,51,52,35
Smlr1,0,0,0,0,0,0,0,0,0
Smn1,1444,1262,1124,659,751,739,537,547,387
Smndc1,748,918,831,1578,1446,1996,1204,1216,952
Smo,501,467,358,68,48,76,135,122,69
Smoc1,0,0,0,0,0,0,0,0,0
Smoc2,546,814,780,576,576,604,853,900,646
Smok2a,1,0,0,0,0,0,0,0,0
Smox,128,92,136,4260,4005,4517,1881,1895,1805
Smpd1,1526,1411,968,567,660,669,868,831,808
Smpd2,421,306,319,440,374,373,377,402,396
Smpd3,82,94,76,9,14,24,12,19,21
Smpd4,1563,1648,1598,614,605,878,784,679,633
Smpd5,10,9,0,6,12,8,9,9,13
Smpdl3a,55,65,42,71,87,133,29,45,36
Smpdl3b,473,434,339,168,206,196,175,207,156
Smptb,0,0,0,0,0,0,0,0,0
Smpx,0,0,0,0,0,0,0,0,0
Smr3a,0,0,0,0,0,0,0,0,0
Sms,1010,1085,853,351,355,462,527,516,423
Smtn,922,1173,1103,1960,1823,2178,964,928,659
Smtnl1,1,0,0,0,0,0,0,0,0
Smtnl2,147,84,76,35,35,52,43,31,20
Smu1,2437,2185,1805,1928,1840,2236,1435,1375,1046
Smug1,288,275,219,106,91,153,95,120,105
Smurf1,4106,4157,3309,9261,8864,10450,6745,6182,5122
Smurf2,1810,1871,1785,2392,2246,2945,2344,2166,1583
Smyd1,0,0,0,0,0,0,0,4,1
Smyd2,1745,1926,1577,425,462,506,580,647,465
Smyd3,128,150,100,46,22,38,40,32,52
Smyd4,108,126,108,30,16,16,12,23,23
Smyd5,508,483,390,158,140,156,119,108,91
Snai1,1,7,4,10,13,2,25,10,13
Snai2,841,785,689,59,37,40,173,196,171
Snai3,0,0,0,11,11,21,0,0,2
Snap23,1071,1015,840,999,941,1117,1109,1074,919
Snap25,0,1,0,15,10,7,2,2,6
Snap29,1903,1652,1079,1074,1036,1245,1053,1101,791
Snap47,400,424,285,46,62,97,141,109,115
Snap91,111,104,79,73,66,114,130,170,105
Snapc1,420,385,346,229,167,275,110,91,75
Snapc2,337,308,276,549,538,625,561,482,386
Snapc3,1443,1251,1145,722,637,993,412,394,373
Snapc5,576,561,483,179,160,191,135,151,124
Snapin,1518,1496,1192,842,831,1047,1246,1128,921
Snca,0,0,0,0,0,0,0,0,1
Sncaip,0,7,5,0,0,0,0,0,0
Sncb,0,0,0,0,0,0,0,0,0
Sncg,0,0,0,0,1,0,0,0,0
Snd1,4183,5019,3957,1660,1836,2125,1132,1223,1039
Sned1,59,99,42,21,9,23,16,24,14
Snf8,1912,1835,1353,898,914,1111,954,888,747
Snhg11,0,0,0,0,0,0,0,0,0
Snhg4,53,108,40,37,12,36,8,12,9
Snip1,14,28,9,51,25,46,4,23,13
Snn,1077,1101,740,636,578,691,617,659,574
Snph,3,0,0,10,1,2,0,0,2
Snrk,722,729,671,926,818,1223,1311,929,880
Snrnp200,5538,4810,3858,5283,5099,6566,2997,2835,2243
Snrnp27,925,875,700,470,421,479,453,367,400
Snrnp35,175,182,178,69,64,29,61,52,34
Snrnp40,1095,1073,847,547,560,608,283,274,234
Snrnp48,476,493,383,771,680,858,514,432,382
Snrnp70,3181,4056,3268,4025,3804,4878,5231,4266,3881
Snrpa,1066,949,674,331,301,374,234,227,172
Snrpa1,1064,919,771,662,577,966,448,380,318
Snrpb,4456,4359,3710,2895,2668,3139,2790,2634,2549
Snrpb2,830,962,858,561,482,758,360,302,304
Snrpc,1143,1116,994,596,691,680,590,475,503
Snrpd1,2144,1994,1938,867,787,953,520,506,458
Snrpd2,3139,3350,2521,2344,2197,2069,2384,2038,2438
Snrpe,717,696,693,536,365,421,365,290,352
Snrpf,1042,1056,952,384,326,382,336,300,222
Snrpg,730,689,460,380,431,345,340,291,346
Snrpn,3,4,0,0,0,0,0,0,1
Snta1,168,180,92,98,109,113,91,113,77
Sntb1,219,145,123,69,55,68,49,38,49
Sntb2,169,189,136,125,121,192,278,264,278
Sntg1,0,0,0,0,0,0,0,0,0
Sntg2,0,0,0,0,0,0,0,0,0
Sntn,0,0,0,0,0,0,0,0,0
Snupn,520,457,346,119,87,111,153,129,105
Snurf,0,4,0,0,0,0,0,2,0
Snw1,1503,1232,1119,1306,1272,1780,913,918,711
Snx1,1324,1389,1203,495,428,605,479,522,422
Snx10,130,125,90,62,56,61,36,27,20
Snx11,466,463,366,651,666,830,703,578,561
Snx12,505,529,428,167,155,200,246,213,227
Snx13,980,993,863,885,793,1191,1355,1337,864
Snx14,471,514,382,404,380,559,337,340,224
Snx15,263,261,233,112,80,137,84,139,83
Snx16,415,392,403,285,251,432,219,208,167
Snx17,891,939,682,522,528,633,512,417,453
Snx18,2038,1967,1611,2660,2710,3048,1759,1837,1343
Snx19,1499,1498,1199,678,720,1048,682,659,472
Snx2,3475,3173,2448,1757,1762,2393,2467,2313,1791
Snx20,13,13,8,6,4,6,8,2,3
Snx22,13,8,8,13,7,14,9,4,14
Snx24,543,480,353,148,175,165,308,370,241
Snx27,1879,2038,1586,600,560,839,860,777,659
Snx29,126,130,98,55,52,59,130,154,96
Snx3,4606,4572,3414,3456,3322,4924,3505,3033,2666
Snx30,56,71,48,33,14,54,39,43,26
Snx33,1140,1192,821,1609,1442,1886,1664,1367,1159
Snx4,1257,1240,1056,936,977,1359,787,716,508
Snx5,2424,2671,2240,2194,1938,2798,1694,1655,1233
Snx6,3055,2924,2523,2047,2009,3121,2416,2123,1733
Snx7,589,600,559,219,203,265,433,407,308
Snx8,867,814,524,579,551,638,1015,968,928
Snx9,626,698,584,1666,1630,2183,2074,1793,1426
Soat1,3007,2776,2144,3474,3359,4640,3501,3320,2776
Soat2,0,0,0,0,0,0,0,0,0
Sobp,0,0,0,0,0,0,0,0,0
Socs1,68,65,60,873,929,1024,558,565,464
Socs2,0,0,1,4,3,9,11,9,4
Socs3,143,163,175,936,862,894,568,520,521
Socs4,409,552,447,443,336,536,622,557,449
Socs5,1161,1072,985,666,692,810,1172,1258,983
Socs6,1097,1178,1012,6106,5838,7131,4912,4659,3587
Sod1,3032,3300,2297,1750,1718,1508,2318,1818,1760
Sod2,2015,1919,1490,3744,3461,4108,2585,2716,2122
Sod3,0,0,0,0,0,0,0,0,0
Sohlh1,0,0,0,0,1,0,0,0,0
Sohlh2,0,0,0,0,0,0,0,0,0
Son,7456,8301,6751,11156,10227,13367,9588,9610,7274
Sorbs2,6,0,3,0,0,0,2,0,0
Sorbs3,284,265,296,110,116,111,189,205,143
Sorcs1,0,0,0,2,0,0,1,4,1
Sorcs2,535,675,495,72,109,132,139,123,114
Sorcs3,0,0,0,0,0,0,0,0,0
Sord,436,570,407,200,178,183,201,254,193
Sorl1,1170,1284,969,295,273,346,329,332,255
Sort1,44,37,20,22,12,14,19,13,21
Sos1,843,893,801,1559,1269,1983,1523,1250,947
Sos2,794,849,867,772,683,937,754,694,530
Sost,0,0,0,0,0,0,0,0,0
Sostdc1,0,0,0,0,0,0,0,0,0
Sowahc,1078,1175,951,4281,3692,5708,2783,2013,1915
Sowahd,0,0,1,0,0,0,0,0,0
Sox10,0,0,0,0,0,0,0,0,0
Sox11,0,0,0,0,4,4,3,5,4
Sox12,119,97,50,12,18,19,8,4,9
Sox13,803,843,685,1047,1117,998,402,337,369
Sox14,0,0,0,0,0,0,0,0,0
Sox15,565,525,360,101,99,83,38,28,33
Sox17,0,0,0,0,0,0,0,0,0
Sox18,0,0,0,0,0,0,0,0,0
Sox2,57,79,55,8,17,6,24,21,14
Sox4,1142,1100,828,12067,12066,12563,6441,7062,6092
Sox5,1,3,2,8,6,2,0,8,0
Sox6,3,12,3,3,0,0,0,0,0
Sox7,1462,1333,1088,319,356,412,322,294,202
Sox8,0,0,0,6,0,0,0,0,0
Sox9,437,387,349,1067,1060,1139,2214,1582,1680
Sp1,2336,2693,2427,3726,3448,4528,3166,2870,2266
Sp100,36,69,69,69,76,84,90,126,66
Sp110,494,454,285,55,50,53,108,71,52
Sp140,184,199,182,142,164,205,170,193,144
Sp2,343,413,365,961,833,1154,714,580,524
Sp4,63,63,75,110,106,205,107,119,99
Sp5,0,0,0,0,0,0,0,0,0
Sp6,233,208,148,327,258,270,156,103,119
Sp7,0,0,0,0,0,0,0,0,0
Sp8,10,7,17,158,114,174,56,54,56
Sp9,0,1,0,0,0,5,0,0,3
Spa17,0,0,3,0,1,0,0,0,1
Spaca1,0,0,0,0,0,0,0,0,0
Spaca3,0,0,0,0,0,0,3,0,0
Spaca4,0,0,3,4,0,5,4,2,0
Spaca5,2,0,0,0,0,0,0,0,0
Spag1,44,89,64,40,45,78,76,40,79
Spag11a,0,0,0,0,0,0,0,0,0
Spag11b,0,0,0,0,0,0,0,0,0
Spag11bl,0,0,0,0,0,0,0,0,0
Spag16,0,0,0,0,0,0,0,0,0
Spag4,0,0,0,0,0,0,0,0,0
Spag5,389,748,1001,58,24,33,16,14,9
Spag6,0,0,0,0,0,0,0,0,0
Spag6l,0,0,0,0,0,0,0,1,0
Spag7,741,806,675,354,361,366,419,414,362
Spag8,11,48,20,1,0,4,0,0,1
Spag9,4475,5061,4131,5813,5151,7293,4561,4689,3060
Spam1,0,0,0,0,0,0,0,0,0
Sparc,23,33,30,24,2,6,1,3,6
Sparcl1,1,1,0,0,0,0,0,0,0
Spast,741,608,562,437,397,498,292,259,178
Spata1,6,6,8,11,2,3,6,1,4
Spata13,3,2,0,6,4,20,3,3,5
Spata18,0,0,0,0,0,0,0,0,0
Spata19,0,0,0,0,0,0,0,0,0
Spata2,464,458,390,525,457,752,334,341,291
Spata20,15,3,7,154,108,125,24,51,28
Spata21,0,1,1,8,4,18,0,0,0
Spata22,4,0,0,8,3,6,31,32,13
Spata24,24,13,4,2,4,3,2,5,7
Spata25,27,27,27,24,14,13,8,12,18
Spata2L,82,64,67,127,98,116,48,73,61
Spata3,0,0,0,0,0,0,0,0,0
Spata31a5,0,0,0,0,0,0,0,0,0
Spata31d1d,2,0,0,0,0,0,0,0,0
Spata32,0,0,0,0,0,0,0,0,1
Spata33,30,35,29,22,12,20,14,7,20
Spata4,0,0,0,0,0,0,0,0,0
Spata5,255,248,228,94,104,128,91,63,55
Spata5l1,240,203,155,129,137,163,141,102,138
Spata6,32,48,48,11,8,21,11,21,10
Spata6l,7,7,5,0,0,0,0,0,0
Spata7,88,86,58,21,26,24,44,34,20
Spata9,73,45,44,3,1,5,15,1,5
Spatc1,0,0,0,0,0,0,0,1,1
Spatc1l,0,0,0,0,0,0,0,0,0
Spats1,32,22,30,30,25,59,19,6,7
Spats2,818,818,643,723,636,896,427,478,393
Spats2l,8,12,10,0,0,0,13,6,3
Spc25,133,251,348,4,0,0,4,2,1
Spcs1,1917,1912,1525,892,781,1153,950,795,724
Spcs2,2568,2686,2264,1390,1264,1620,1175,1150,943
Spcs3,920,1162,1007,807,729,902,592,517,403
Spdef,0,0,0,0,0,0,0,0,0
Spdl1,340,375,395,277,221,402,76,62,57
Spdya,7,5,1,27,18,15,26,31,9
Spdye4,0,0,0,0,0,0,0,0,0
Specc1,780,837,653,534,520,739,911,934,725
Specc1l,636,602,523,462,445,570,465,465,426
Spef1,64,100,64,163,139,201,150,164,120
Spef2,0,0,0,0,0,0,0,0,0
Speg,116,104,65,45,31,60,59,45,67
Spem1,2,0,0,3,5,5,3,6,5
Spert,0,0,0,0,0,0,0,1,0
Spesp1,0,0,0,0,0,0,0,0,0
Spetex-2A,0,0,0,0,0,0,0,0,0
Spetex-2B,0,0,0,0,0,0,0,0,0
Spetex-2C,0,0,0,0,0,0,0,0,0
Spetex-2D,0,0,0,0,0,0,0,0,0
Spetex-2E,0,0,0,0,0,0,0,0,0
Spetex-2F,0,0,0,0,0,0,0,0,0
Spetex-2G,0,0,0,0,0,0,0,0,0
Spetex-2H,0,0,0,0,0,0,0,0,0
Spg11,1163,1241,1026,559,510,662,653,598,460
Spg20,689,690,552,142,154,155,359,353,292
Spg21,1612,1422,1242,1658,1535,1792,1887,1657,1567
Spg7,1777,1946,1592,968,1054,1288,1233,1290,1159
Sphk1,92,101,71,497,479,434,823,708,737
Sphk2,1145,1168,981,949,872,1033,759,748,707
Sphkap,0,0,0,0,0,0,0,0,0
Spi1,1,0,0,0,0,0,1,1,0
Spib,2,0,3,3,0,0,0,0,0
Spic,0,0,0,0,0,2,0,0,1
Spice1,301,327,272,40,28,44,3,31,25
Spidr,277,292,296,27,25,41,35,28,25
Spin1,307,313,259,473,419,406,353,313,316
Spin2a,1,0,2,0,0,0,0,0,0
Spink1,0,0,0,0,0,0,0,0,0
Spink13,0,0,0,0,0,0,0,0,0
Spink14,0,0,0,0,0,0,0,0,0
Spink2,0,0,0,0,0,0,0,0,0
Spink3,0,0,0,0,0,0,0,0,0
Spink4,15,13,12,16,12,6,16,15,9
Spink5,16,3,7,13,9,17,12,4,5
Spink6,0,0,0,0,0,0,0,0,0
Spink7,0,0,0,0,0,0,0,0,0
Spink8,0,0,0,0,0,0,0,0,0
Spint1,2267,2327,1912,6680,6738,7524,7221,6675,5361
Spint2,14568,15918,12309,15613,15511,17702,16181,14292,14401
Spint5p,0,0,0,0,0,0,0,0,0
Spire1,1281,1271,1135,406,397,473,1266,1310,944
Spire2,126,134,102,88,113,145,62,96,47
Spn,0,6,2,0,0,0,0,0,1
Spns1,843,624,420,721,719,943,804,749,688
Spns2,1746,1494,1059,1279,1179,1575,2818,2071,2490
Spns3,4,1,6,3,3,4,5,3,4
Spo11,0,0,0,0,0,0,0,0,0
Spock1,0,0,0,0,0,0,0,0,0
Spock2,1,7,3,1,1,6,9,3,0
Spock3,0,0,0,0,0,0,0,0,0
Spon1,19,24,15,11,7,13,17,13,11
Spon2,16,60,51,8,2,9,2,3,0
Spop,947,952,911,507,494,585,527,501,400
Spopl,617,658,479,464,419,618,397,391,261
Spp1,1,4,18,17,18,19,107,95,66
Spp2,0,0,0,0,0,0,0,0,0
Sppl2a,772,750,546,781,642,901,633,548,419
Sppl2b,1037,1175,926,566,511,665,630,536,473
Sppl2c,0,0,0,0,0,0,0,0,0
Spr,2594,3948,4159,221,201,266,238,208,207
Spred1,214,249,205,335,311,364,236,190,166
Spred2,279,299,329,165,131,231,143,103,78
Spred3,129,159,73,191,178,184,138,124,93
Sprn,0,0,0,0,0,0,0,0,0
Sprr1a,989,1228,1316,8032,8208,12448,26217,21912,21156
Sprr3,37,49,105,18,18,26,176,98,77
Sprtn,578,614,524,842,815,1123,502,559,437
Spry1,48,47,42,34,38,51,140,181,140
Spry2,260,241,250,4216,3911,5147,2105,1570,1702
Spry3,3,1,5,0,0,0,0,0,0
Spry4,1,0,1,0,0,0,0,1,2
Spryd3,1519,1631,1265,1816,1873,1950,1951,1614,1881
Spryd4,600,633,393,132,74,128,136,121,103
Spryd7,344,271,288,94,91,171,155,148,113
Spsb1,343,289,264,390,384,370,429,326,341
Spsb2,9,9,5,6,4,11,3,5,2
Spsb3,1057,994,848,759,692,820,856,746,795
Spsb4,1,1,0,0,0,0,0,7,0
Spt1,0,0,0,0,0,0,0,0,0
Spta1,0,0,0,0,0,0,0,1,0
Sptan1,5930,6090,5049,5354,4979,6181,5846,5893,4496
Sptb,0,0,2,26,8,6,5,11,4
Sptbn1,10413,10346,8395,8085,7973,9856,16983,15881,11429
Sptbn2,1541,1455,1147,735,568,790,828,705,664
Sptbn4,42,33,27,24,5,24,23,18,14
Sptlc1,2716,2690,2076,1387,1389,1650,1645,1482,1407
Sptlc2,1917,1993,1812,3530,3322,4488,3115,2961,2306
Sptlc3,0,0,0,0,0,0,0,0,0
Sptssa,1076,1136,933,438,455,554,717,579,635
Sptssb,0,0,0,0,0,0,1,3,0
Spx,0,0,0,0,0,8,0,0,0
Spz1,0,0,0,0,0,0,0,0,0
Sqle,6761,6434,4650,1473,1260,1996,1769,1611,1115
Sqrdl,1352,1273,1148,1097,946,1165,928,941,756
Sqstm1,6818,6463,4803,16034,15491,20007,11774,11055,10048
Sra1,1752,1591,1275,897,926,1087,1035,937,809
Src,2771,2873,2135,4141,3870,4319,4519,4160,3842
Srcin1,13,19,13,5,4,2,6,9,0
Srd5a1,538,533,367,61,75,100,103,105,71
Srd5a2,1,0,2,1,4,0,2,1,0
Srd5a3,903,874,799,530,597,786,680,629,514
Srebf1,1484,1810,1292,681,696,781,723,658,635
Srebf2,4669,5228,4048,2629,2717,3407,3557,3595,2697
Srek1,927,1073,1087,687,620,767,939,908,614
Srek1ip1,668,588,480,197,182,334,232,270,153
Srf,2634,2641,2003,1619,1458,1756,1832,1737,1607
Srfbp1,826,622,549,380,287,317,345,322,267
Srgap1,109,95,88,313,263,280,183,218,134
Srgap2,1662,1655,1332,1142,1286,1444,1668,1543,1294
Srgap3,25,26,10,1,8,4,25,7,9
Srgn,4,0,0,0,0,0,3,2,0
Sri,1827,2021,1373,812,815,975,1440,1427,1103
Srm,171,203,146,34,28,20,15,25,25
Srms,38,43,32,21,26,20,70,33,57
Srp14,1905,2099,1722,771,677,798,1162,971,862
Srp19,1115,993,870,456,446,516,515,363,373
Srp54a,3084,2767,2395,2372,2230,2929,2193,2083,1438
Srp68,3703,3439,2683,2083,1909,2632,2288,2034,1829
Srp72,669,674,495,411,395,450,315,331,272
Srp9,1268,1288,977,516,402,480,531,561,485
Srpk1,2141,2184,1914,2227,2120,2597,1158,1070,890
Srpk2,2394,2466,1977,977,944,1173,1474,1288,923
Srpk3,0,1,3,0,0,2,0,0,0
Srpr,4861,4911,4152,5157,4779,6278,4492,3974,3642
Srprb,1472,1394,1076,538,540,628,417,357,327
Srpx,0,0,0,0,0,0,0,0,0
Srpx2,0,0,0,11,1,0,3,8,9
Srr,1523,1522,1105,615,598,874,580,599,424
Srrd,115,92,125,86,67,78,88,65,62
Srrm1,2942,3232,3087,3867,3720,4884,3356,2841,2430
Srrm2,8739,9576,8157,11388,9390,13888,7173,7551,5176
Srrm3,0,0,0,0,0,0,0,0,1
Srsf1,4755,4864,5083,1310,1158,1411,1810,1664,1357
Srsf10,1053,1043,951,506,396,474,487,491,368
Srsf11,3327,3420,2852,2498,2492,3570,2528,2471,2035
Srsf12,0,1,6,0,0,0,0,0,0
Srsf2,5753,6578,5770,3472,3178,4373,3838,3868,3138
Srsf3,3188,3777,3590,2776,2757,3449,1484,1198,1021
Srsf4,1058,1172,1062,890,790,973,557,600,464
Srsf5,3851,4132,3614,6727,6575,7292,3082,2584,2031
Srsf6,4273,4149,3698,2692,2185,3147,2391,2335,1663
Srsf7,1280,1697,1761,572,640,747,410,344,294
Srsf9,1230,1273,897,1064,858,1150,1148,931,935
Srxn1,1560,1431,1160,3871,3484,4311,865,617,646
Sry,0,0,0,0,0,0,0,0,0
Ss18,3650,3941,3192,1546,1529,1753,1319,1248,1046
Ss18l1,97,99,78,74,93,137,46,39,32
Ssb,3922,3368,3247,2604,2511,3664,2064,2004,1396
Ssbp1,511,396,314,69,76,76,55,20,31
Ssbp3,758,780,604,510,458,471,592,546,489
Ssbp4,691,826,775,116,108,124,169,160,142
Ssc5d,2,0,0,1,12,1,2,0,0
Ssfa2,2388,2665,2101,6100,5667,7113,3129,2875,1979
Ssh2,1247,1168,936,370,259,485,437,507,340
Ssh3,1898,1764,1265,1111,1042,1460,1294,1133,1021
Ssmem1,3,2,0,0,1,0,0,0,0
Ssna1,916,991,832,530,499,543,638,548,579
Sspn,0,0,0,0,0,0,0,0,0
Sspo,15,31,9,22,20,4,19,30,13
Ssr1,3268,3359,3018,1484,1314,1915,1220,1160,941
Ssr2,2019,1957,1561,927,954,1086,827,714,692
Ssr3,3742,4000,3586,5347,4967,6713,5104,4748,3785
Ssr4,1921,2035,1613,1756,1528,1652,1620,1619,1586
Ssrp1,7048,7695,6741,2916,2907,3383,2718,2347,2037
Sssca1,1398,1109,949,504,437,511,254,325,266
Sst,0,0,0,0,0,0,0,0,0
Sstr1,0,0,0,0,0,0,0,0,0
Sstr2,3,2,3,11,4,2,8,1,1
Sstr3,0,0,0,0,0,0,0,0,0
Sstr4,0,0,0,2,0,0,0,0,0
Sstr5,0,0,0,0,0,0,0,0,0
Ssu72,1643,1628,1233,1068,992,1294,928,821,641
Ssx2ip,457,502,465,144,152,201,121,100,107
St13,6512,6374,5134,5213,4774,6822,5135,5202,4034
St14,4052,4253,3631,15298,15397,17616,13382,13770,11468
St18,0,0,0,0,0,0,0,0,0
St3gal1,809,809,643,191,148,188,277,292,148
St3gal2,259,266,230,9,5,9,43,40,29
St3gal3,104,83,75,9,5,17,10,19,16
St3gal4,772,1150,836,205,259,354,302,361,313
St3gal5,57,47,27,35,27,49,48,59,46
St3gal6,304,330,278,41,47,44,33,27,24
St5,436,465,342,20,20,24,80,101,57
St6gal1,108,140,109,23,28,25,105,90,56
St6gal2,0,0,0,0,0,0,0,0,0
St6galnac1,0,0,0,0,0,0,0,0,0
St6galnac2,1555,1989,1542,597,548,554,741,730,625
St6galnac3,1,2,0,0,1,0,0,0,0
St6galnac5,6,0,0,0,0,0,0,0,0
St6galnac6,528,421,341,111,77,187,179,120,88
ST7,339,331,295,175,154,227,191,186,135
St7l,178,161,144,89,64,87,103,110,71
St8sia1,0,0,0,0,0,0,0,0,0
St8sia2,0,0,0,0,0,0,0,0,0
St8sia3,0,0,0,0,0,0,0,0,0
St8sia4,0,0,0,0,0,7,3,11,1
St8sia5,0,1,0,0,0,0,0,0,0
St8sia6,0,0,0,0,0,0,0,0,1
Stab2,1,0,0,0,0,0,0,0,0
Stac2,0,0,2,1,0,0,0,0,0
Stac3,3,2,1,1,1,2,1,0,0
Stag1,1196,1078,1077,948,825,1046,1074,1002,656
Stag2,2888,2783,2423,3357,3148,4313,3217,2865,2214
Stag3,0,0,0,8,0,0,0,2,0
Stam,1783,1806,1648,3402,3092,4506,3153,3021,2364
Stam2,1067,1015,791,1096,1012,1256,1380,1261,957
Stambp,525,454,295,130,129,211,130,103,98
