"","A1","A2","A3","B1","B2","B3","C1","C2","C3"
"Stk24",1679.27575194536,1535.20487698979,1533.96914491977,4426.03246396178,4230.49134972218,4420.34193730377,2451.51641671256,2310.27422356538,2483.11618919084
"Stk25",1194.69472414907,1066.8842556698,1189.18968847656,1325.13270342404,1291.59973330904,1401.70876843375,1514.52645860383,1397.34328038228,1444.97721743874
"Stk26",576.050933619511,595.099724428803,727.202327485669,940.30881227817,1029.26200156649,1155.61437183957,970.962693431975,1116.71017157218,920.296169553217
"Stk3",654.952455436487,660.221230943713,786.234045834505,287.781344682999,378.144478187458,340.602130647454,415.344086693813,560.101764886566,475.579880302653
"Stk31",0,0,0,0,0,0,0,0,0
"Stk32a",0,0,0,0,0,2.80716041742407,0,0,0
"Stk32b",0.698243555902438,0,0,0,0,0,0,0,0
"Stk32c",0.698243555902438,2.77112793680467,0,7.80802097977128,15.3621194263655,11.2286416696963,3.28768406353942,6.98671640191142,4.20867150710312
"Stk35",219.946720109268,238.317002565202,256.659644994942,559.946647406455,445.501463364599,424.816943170176,271.781882585925,307.415521684103,317.053253535102
"Stk36",117.30491739161,102.531733661773,90.6864078982128,101.504272737027,147.712686791976,110.41497641868,115.06894222388,138.569875304577,141.691940739139
"Stk38",677.296249225365,660.914012927914,679.292527086613,887.883528556848,896.911434200876,1048.00655583832,934.798168733041,943.206714258042,801.050476851961
"Stk38l",520.889692703219,467.627839335788,473.964811090659,573.33182622892,616.84818004329,456.631427900982,1287.67625821961,1186.57733559129,1251.378328112
"Stk39",521.587936259121,495.339118703835,465.409489590828,150.583261752732,135.895671848618,148.779502123476,188.493886309593,215.423755725602,171.15264128886
"Stk4",555.80187049834,514.737014261468,499.630775590154,1097.58466344213,1018.62668811746,1162.16441281356,560.002185489548,714.973978462269,530.292609894994
"Stk40",680.787467004877,779.379732226314,747.735099085264,1908.50341376981,1988.80361496716,1805.00414840368,1623.02003270063,1665.16740912222,1738.18133243359
"Stkld1",0,1.38556396840234,0,0,0,6.55004097398949,0,0,0
"Stmn1",490.865219799414,738.505595158445,1187.4786241766,240.933218804371,200.889254037087,215.215632002512,179.726728806822,166.516740912222,155.720845762816
"Stmn2",0,0,0,0,0,0,0,0,0
"Stmn3",0,0,0,2.23086313707751,0,5.61432083484814,4.38357875138589,4.65781093460761,12.6260145213094
"Stmn4",0,0,0,0,0,0,1.09589468784647,0,0
"Stom",3252.41848339355,3691.83519380802,3967.9581116218,6378.0377089046,7222.55953338044,5275.59014447897,3493.71226485455,3529.45623569892,3051.28684264977
"Stoml1",123.589109394731,136.47805088763,176.239622896527,5.57715784269377,12.9987164376939,9.35720139141356,14.2466309420041,22.1246019393862,39.2809340662958
"Stoml2",2008.14846677541,1798.46203098623,1622.08895636803,1191.28091519939,1181.70149433581,1321.23683646759,923.839221854576,816.281366289984,966.591556131351
"Stoml3",0,0,0,0,0,0,0,0,0
"Ston1",0.698243555902438,2.0783459526035,1.71106429996628,0,0,0,0,0,0
"Ston2",335.15690683317,354.704375910998,362.745631592851,350.245512521169,343.875134851719,346.216451482302,385.754930121958,434.34086965216,331.082158558779
"Stox1",0,0,2.56659644994942,0,0,0,0,0,0
"Stox2",157.104800078048,184.280007797511,161.695576346813,91.4653886201778,76.8105971318274,75.7933312704499,225.754305696373,239.877263132292,209.030684852789
"Stpg1",0,0,0,0,0,1.87144027828271,1.09589468784647,0,0
"Stpg2",0,0,0,0,0,0,0,0,0
"Stra6",6.28419200312194,10.3917297630175,11.1219179497808,6.69258941123252,3.54510448300742,3.74288055656542,2.19178937569295,18.6312437384305,9.82023351657396
"Strada",446.177632221658,453.079417667564,465.409489590828,208.585703316747,179.618627139042,152.522382680041,326.576616978249,316.731143553318,335.290830065882
"Stradb",175.259132531512,158.647074382067,155.706851296931,248.741239784142,211.524567486109,248.901557011601,303.562828533473,330.704576357141,267.952085952232
"Strap",2656.11848665287,2467.68942772456,2447.67748110176,3206.86575954892,3241.40719896311,3153.37686890637,2647.68156583708,2501.24447188429,2434.01502160797
"Strbp",1038.28816762692,937.33402462418,977.017715280746,1221.39756754994,1337.68609158813,1355.85848161583,1592.33498144092,1584.82017050024,1547.38822411158
"Strn",508.321308696975,497.417464656439,550.107172439159,1766.84360456539,1756.00842058301,1921.96916579635,929.318695293809,798.814575285206,871.195001970347
"Strn3",1483.76755629268,1615.56758715712,1901.84796941252,3110.93864465459,3114.96513906918,3522.05060372806,2972.06639343963,3024.08374929399,2683.72953102943
"Strn4",1555.68664255063,1816.47436257546,1835.11646171383,2723.88389037164,2841.99209387761,2811.83901811978,3070.69691534582,2862.22481931638,3242.07995097177
"Sts",4.88770489131706,8.31338381041402,3.42212859993256,64.6950309752477,94.5361195468645,29.007324313382,38.3563140746265,39.5913929441647,23.849138540251
"Stt3a",4218.78756476253,4462.90154222392,4310.17097161506,3581.65076657794,3855.89197601773,3570.70805096342,3253.71132821618,3500.34491735762,3107.40246274447
"Stt3b",2443.15420210263,2638.11379583805,2452.81067400166,2998.28005623217,2804.17764605887,3231.0416404551,3198.91659382385,3163.81807733222,3170.53253535102
"Stub1",543.931730047999,532.749345850698,586.895054888434,790.840982093977,600.304359122589,756.061872426216,533.700712981232,615.995496101857,808.0649293638
"Stx11",150.122364519024,105.302861598578,99.2417293980442,152.814124889809,157.166298746662,134.743700036355,347.398616047332,305.086616216799,277.772319468806
"Stx12",1006.16896405541,914.472219145542,963.329200881015,1991.04534984168,2164.8771376232,2394.50783606273,2190.6934810051,2128.61959711568,2361.06471548485
"Stx16",642.384071430243,599.25641633401,615.127615837877,577.793552503075,514.040150036075,703.6615446343,700.276705533896,610.173232433597,650.941193098617
"Stx17",298.149998370341,268.106627885852,292.591995294234,54.6561468583989,54.3582687394471,85.1505326618634,93.1510484669502,103.636293295019,92.5907731562687
"Stx18",490.865219799414,446.151597825552,447.443314441182,441.710901141347,464.408687273972,476.28155082295,519.454082039228,455.301018857894,474.176989800285
"Stx19",4.88770489131706,6.23503785781051,0.85553214998314,6.69258941123252,5.90850747167903,5.61432083484814,0,5.82226366825952,4.20867150710312
"Stx1a",118.003160947512,109.459553503785,97.5306650980779,248.741239784142,291.880269100944,241.41579589847,104.109995345415,126.925347968057,130.468816720197
"Stx1b",0,2.0783459526035,0.85553214998314,0,7.09020896601483,1.87144027828271,5.47947343923236,0,2.80578100473542
"Stx2",159.199530745756,147.562562634849,163.40664064678,73.6184835235578,67.3569851771409,49.5931673744919,115.06894222388,101.307387827716,95.3965541610042
"Stx3",522.984423370926,576.394610855372,521.874611489715,3378.64222110389,3538.0142740414,3712.9375121129,2614.80472520168,2742.28618775023,2798.76655222358
"Stx4",882.579854660681,854.20018652004,858.954278583072,1067.46801109159,960.72331489501,1004.96342943782,979.729850934746,938.548903323434,1003.06670919291
"Stx5",461.538990451511,473.862877193599,413.222028441856,871.152055028767,944.179493974309,942.270180115346,595.070815500635,550.78614301735,565.364872454186
"Stx6",1055.74425652449,1082.81824130643,1135.29116302763,1800.30655162155,1655.56379356446,1887.34752064812,1380.82730668656,1418.30342958802,1411.30784538191
"Stx7",612.359598526438,534.134909819101,586.039522738451,424.979427613265,335.603224391369,382.709536908815,606.029762379099,528.661541077964,628.494945060733
"Stx8",316.304330823804,277.112793680467,265.214966494773,235.356060961677,282.426657146258,247.030116733318,370.412404492108,386.598307572432,387.197778653487
"Stxbp1",328.174471274146,266.028281933249,213.027505345802,271.049871154917,232.795194384154,236.737195202763,336.439669168867,357.486989231134,324.067706046941
"Stxbp2",1457.93254472429,1463.84833261707,1397.93953307245,1629.64552163512,1846.99943564686,1712.36785462868,2533.70851830104,2504.73783008524,2708.98156007204
"Stxbp3",914.000814676291,904.773271366725,849.543424933258,891.229823262464,784.649792238975,999.349108602968,812.057963694236,837.241515495719,765.978214292769
"Stxbp4",252.764167236682,215.455197086563,181.372815796426,119.351177833647,93.3544180525286,128.193659062366,94.2469431547966,109.458556963279,98.2023351657396
"Stxbp5",616.549059861852,608.262582128626,620.260808737776,1057.42912697474,959.541613400674,1038.64935444691,956.716062489971,850.05049556589,889.432578501127
"Stxbp5l",0,0,0,2.23086313707751,0,0,0,0,0
"Stxbp6",159.199530745756,144.098652713843,166.828769246712,65.8104625437865,49.6314627621038,51.4646076527746,128.219678478037,107.129651495975,108.022568682314
"Styx",456.651285560194,426.060920283718,481.664600440508,372.554143891944,392.324896119487,381.773816769673,316.713564787631,364.473705633046,322.664815544573
"Styxl1",37.7051520187316,42.9524830204724,27.3770287994605,11.1543156853875,12.9987164376939,12.1643618088376,18.63020969339,17.4667910047786,14.0289050236771
"Sub1",1964.85736630946,2016.6883560096,2050.71056350959,926.923633455705,1019.8083896118,959.11314261989,1095.89468784647,1007.2516146089,939.936636586365
"Sucla2",1214.94378727024,1119.53568646909,1071.98178392887,1089.77664246236,1056.44113593621,989.056187072414,1210.96363007035,981.633654468555,946.951089098203
"Suclg1",2251.13722422946,2136.5396392764,2050.71056350959,751.80087719512,802.375314654012,858.055367592624,880.003434340717,839.570420963023,890.835469003495
"Suclg2",1643.66533059434,1779.7569174128,1743.57452166564,833.227381698449,892.184628223533,851.505326618634,1343.56688729978,1353.09407650351,1172.8164599794
"Sucnr1",0,0,0,0,0,0,0,0,0
"Suco",573.956202951804,611.03371006543,617.694212287827,1631.8763847722,1523.21322619885,1958.46225122286,979.729850934746,1075.95432589436,916.087498046114
"Sufu",275.806204581463,254.94377018603,218.160698245701,365.861554480711,428.957642443897,335.923529951747,343.015037295946,374.953780235913,326.873487051676
"Sugct",3.49121777951219,2.77112793680467,7.69978934984826,0,0,0,0,5.82226366825952,4.20867150710312
"Sugp1",642.384071430243,657.450103006908,726.346795335686,1087.54577932529,1215.97083767154,1031.16359333377,898.633644034108,868.68173930432,962.382884624248
"Sugp2",124.287352950634,173.195496050292,159.128979896864,76.964778229174,48.449761267768,49.5931673744919,65.7536812707883,71.0316167527661,92.5907731562687
"Sugt1",1155.59308501853,958.810266134417,1060.00433382911,1208.01238872747,938.27098650263,1295.97239271078,922.74332716673,827.925893626503,831.914067904051
"Sulf1",164.785479192975,146.176998666446,116.352372397707,78.0802097977128,69.7203881658125,68.307570157319,55.8906290801701,46.5781093460761,58.9214010994437
"Sulf2",1209.35783882302,1280.26110680376,1568.1904309191,236.471492530216,250.520716799191,247.965836872459,226.85020038422,239.877263132292,200.613341838582
"Sult1a1",5.5859484472195,7.62060182621285,6.84425719986512,5.57715784269377,0,4.67860069570678,1.09589468784647,1.1644527336519,0
"Sult1b1",32.1192035715121,20.0906775418339,35.0768181493087,22.3086313707751,14.1804179320297,33.6859250090888,27.3973671961618,22.1246019393862,26.6549195449865
"Sult1c2",15.3613582298536,12.470075715621,23.9549001995279,10.0388841168488,11.8170149433581,2.80716041742407,2.19178937569295,2.32890546730381,8.41734301420625
"Sult1c2a",0,0,0,0,0,0,2.19178937569295,2.32890546730381,1.40289050236771
"Sult1c3",0,0,0,0,0,0,0,0,0
"Sult1d1",3.49121777951219,4.84947388940818,5.98872504988198,7.80802097977128,1.18170149433581,2.80716041742407,13.1507362541577,2.32890546730381,0
"Sult1e1",0,0,0,0,0,0,0,0,0
"Sult2a1",0,0,0,0,0,0,0,0,0
"Sult2a2",0,0,1.71106429996628,1.11543156853875,0,5.61432083484814,0,0,1.40289050236771
"Sult2a6",0,0,0,0,0,0,0,0,0
"Sult2b1",74.7120604815608,36.0246631784607,33.3657538493424,335.744902130165,295.425373583951,300.366164664375,252.055778204689,149.049949907444,252.520290426187
"Sult4a1",0,0,0,0,0,0,0,0,0
"Sult5a1",0,0,0,0,0,0,0,0,0
"Sult6b1",4.18946133541463,2.0783459526035,3.42212859993256,0,1.18170149433581,0,0,0,0
"Sumf1",532.75983315356,462.77836544638,420.921817791705,409.363385653723,584.942239696224,507.160315414615,647.673760517265,563.595123087521,664.970098122294
"Sumf2",556.500114054243,653.293411101702,681.859123536562,213.047429590902,211.524567486109,172.17250560201,245.48041007761,243.370621333248,258.131852435658
"Sumo1",2200.86368820448,2115.06339776617,2344.1580909538,2457.29574549088,2253.50474969838,2664.93095627458,2562.20178018505,2480.28432267855,2175.88316917232
"Sumo2",1579.42692345131,1483.2462281747,1817.15028656419,1660.8776055542,1609.47743528537,1788.16118589913,1426.85488357611,1499.81512094365,1314.50840071854
"Sumo3",892.355264443315,894.381541603708,945.36302573137,1232.55188323532,1210.06233019987,1075.14243987342,884.387013092103,879.161813907187,1031.12451924027
"Sun1",2065.40443835941,2178.10655832847,2202.99528620658,873.382918165844,824.827643046392,884.255531488582,988.497008437518,1029.37621654828,1026.91584773316
"Sun5",0,0,0,0,0,0,0,0,0
"Suox",120.796135171122,84.5194020725425,65.8759755487018,27.8857892134689,25.9974328753877,33.6859250090888,10.9589468784647,19.7956964720824,11.2231240189417
"Supt16h",3660.89096359648,3939.15836216784,4194.67413136733,2429.40995627741,2405.9442424677,2595.68766597812,1458.63582952366,1637.22054351458,1654.00790229153
"Supt20",712.906670576389,679.619126501346,756.290420585095,658.104625437865,692.477075680782,768.226234235053,535.892502356925,452.97211339059,465.759646786079
"Supt4h1",740.836412812486,696.938676106375,636.515919587456,883.421802282693,833.099553506743,920.748616915094,995.072376564597,1010.74497280985,1160.19044545809
"Supt5h",3220.99752337795,3041.31291064313,2984.95167129117,4431.60962180447,4397.11126042353,4303.3769199111,3280.01280072449,3565.55427044213,3612.44304359685
"Supt6h",3339.69892788136,3300.41337273436,3057.67190403974,5947.48112344864,6082.21759134639,5758.42173627591,4291.52359760679,4058.11777677688,4200.25416408892
"Supt7l",237.402809006829,239.009784549403,255.804112844959,259.89555546953,264.70113473122,298.494724386093,113.973047536033,128.089800701709,95.3965541610042
"Supv3l1",365.879623292877,363.710541705613,394.400321142227,390.401048988564,458.500179802293,452.888547344416,387.946719497651,381.940496637824,387.197778653487
"Surf1",1.39648711180488,0.692781984201168,0,0,1.18170149433581,2.80716041742407,5.47947343923236,11.644527336519,1.40289050236771
"Surf2",21.6455502329756,9.69894777881635,9.41085364981454,13.385178822465,14.1804179320297,12.1643618088376,8.76715750277178,17.4667910047786,7.01445251183854
"Surf4",833.004562191608,968.509213913233,970.17345808088,766.301487586124,944.179493974309,899.227053714843,908.496696224726,902.450868580225,824.899615392212
"Surf6",710.811939908682,795.313717862941,676.725930636664,1279.40000911395,1303.41674825239,971.277504428728,829.59227869978,829.090346360155,946.951089098203
"Susd2",3.49121777951219,4.15669190520701,13.6885143997302,1.11543156853875,8.27191046035064,10.2929215305549,6.57536812707884,6.98671640191142,2.80578100473542
"Susd3",0,0,2.56659644994942,0,0,0,0,0,0
"Susd4",0,1.38556396840234,0,3.34629470561626,0,0,1.09589468784647,0,2.80578100473542
"Suv39h1",251.367680124878,398.349640915672,644.215708937304,265.472713312223,157.166298746662,260.130198681297,250.959883516842,186.312437384305,176.764203298331
"Suv39h2",72.6173298138535,81.7482741357378,123.196629597572,64.6950309752477,40.1778508074174,43.9788465396437,15.3425256298506,11.644527336519,8.41734301420625
"Suv420h1",392.41287841717,407.355806710287,464.553957440845,2359.13776745946,2252.32304820405,2497.43705136828,1501.37572234967,1553.37994669164,1292.06215268066
"Suv420h2",338.648124612682,480.09791505141,426.055010691604,401.555364673951,426.594239455226,380.838096630532,621.37228800895,533.319352012572,528.889719392626
"Sv2a",9.77540978263413,9.69894777881635,11.1219179497808,10.0388841168488,17.7255224150371,3.74288055656542,4.38357875138589,11.644527336519,16.8346860284125
"Sv2b",0,0,0,0,0,0,0,0,0
"Sv2c",0,0,0,0,0,0,0,0,0
"Sval1",0,0,0,0,0,0,0,0,0
"Sval2",0,0,0,0,0,0,0,0,0
"Svbp",109.624238276683,101.838951677572,113.785775947758,51.3098521527827,36.63274632441,45.8502868179265,73.4249440857137,60.551542149899,61.7271821041792
"Svil",2248.34425000585,2320.81964707391,2070.3878029592,1110.9698422646,1133.25173306804,1022.7421120815,1355.62172886609,1439.26357879375,1199.47137952439
"Svip",9.07716622673169,4.15669190520701,1.71106429996628,13.385178822465,5.90850747167903,6.55004097398949,13.1507362541577,6.98671640191142,12.6260145213094
"Svop",0.698243555902438,0,0,0,2.36340298867161,7.48576111313085,0,0,1.40289050236771
"Svs1",0,0,0,0,0,0,0,0,0
"Svs3a",0,0,0,0,0,0,0,0,0
"Svs3b",0,0,0,0,0,0,0,0,0
"Svs4",0,0,0,0,0,0,0,0,0
"Svs5",0,0,0,0,0,0,0,0,0
"Svs6",0,0,0,0,0,0,0,0,0
"Swap70",1556.38488610653,1764.51571376038,1868.48221556318,2240.90202119436,2101.06525692906,2002.4410977625,2056.99432908783,2040.12118935814,1927.57155025323
"Swi5",1765.15970932136,1956.4163233841,1794.90645066463,1094.23836873652,1273.874210894,927.298657889084,1663.56813615095,1438.0991260601,1895.30506869877
"Swsap1",94.2628800468291,110.845117472187,111.219179497808,65.8104625437865,54.3582687394471,70.1790104356017,37.2604193867801,20.9601492057343,32.2664815544573
"Swt1",266.729038354731,261.17880804384,283.181141644419,931.38535972986,990.265852253405,1099.47116349109,903.017222785493,869.846192037972,721.085718217002
"Syap1",591.412291849365,570.159572997561,587.750587038417,1060.77542168036,1009.17307616278,1024.61355235978,1151.78531692664,1092.25666416549,1052.16787677578
"Syce1",0,0,0,0,0,2.80716041742407,0,0,0
"Syce2",13.9648711180488,15.2412036524257,16.2551108496797,10.0388841168488,7.09020896601483,15.9072423654031,2.19178937569295,10.4800746028671,8.41734301420625
"Syce3",0,0,0,0,0,0,0,0,0
"Sycn",0,0,0,0,0,0,0,0,0
"Sycp1",0,0,0,0,0,0,0,0,0
"Sycp2",0.698243555902438,0,0,5.57715784269377,0,2.80716041742407,0,1.1644527336519,1.40289050236771
"Sycp3",9.77540978263413,2.0783459526035,0.85553214998314,0,0,2.80716041742407,0,0,0
"Syde1",70.5225991461462,108.073989535382,94.9640686481285,53.5407152898602,57.9033732224545,18.7144027828271,186.3020969339,149.049949907444,176.764203298331
"Syde2",96.3576107145364,106.68842556698,103.51939014796,78.0802097977128,40.1778508074174,29.007324313382,38.3563140746265,59.3870894162471,78.5618681325917
"Syf2",681.485710560779,640.130553401879,674.159334186714,1408.79007106445,1458.21964401038,1130.34992808276,1242.7445760179,1035.19848021654,1184.03958399835
"Syk",219.248476553365,205.756249307747,204.47218384597,141.659809204422,109.89823897323,135.679420175497,87.6715750277178,124.596442500754,117.842802198887
"Sympk",2338.41766871726,2290.33723976906,2271.43785820524,1477.94682831385,1405.04307676527,1422.29461149486,1675.62297771726,1775.79041881915,1698.90039836729
"Syn1",72.6173298138535,80.3627101673355,94.1085364981454,8.92345254831003,9.45361195468645,10.2929215305549,6.57536812707884,17.4667910047786,5.61156200947083
"Syn2",0,0,0,0,0,0,0,0,0
"Syn3",0,0.692781984201168,0,2.23086313707751,0,0,0,5.82226366825952,0
"Syna",0,0,0,0,0,0,0,0,0
"Synb",0,0,0,0,0,0,0,0,0
"Sync",15.3613582298536,15.2412036524257,15.3995786996965,3.34629470561626,11.8170149433581,0,31.7809459475477,6.98671640191142,8.41734301420625
"Syncrip",1719.7738781877,1896.1442907586,1829.98326881394,2404.87046176955,2218.05370486831,2273.7999381135,2085.48759097184,2072.72586590039,2029.98255692607
"Syndig1",0,0,0,0,0,0,0,0,0
"Syndig1l",0,0,0,0,0,0,0,0,0
"Syne3",104.038289829463,133.706922950825,173.673026446577,208.585703316747,184.345433116386,184.336867410847,286.028513527929,258.508506870723,274.966538464071
"Syne4",0,0,0,0,0,0,0,0,0
"Syngap1",62.143676475317,71.3565443727203,52.1874611489715,44.6172627415502,33.0876418414026,53.3360479310573,51.5070503287842,65.2093530845066,32.2664815544573
"Syngr1",24.4385244565853,19.3978955576327,21.3883037495785,14.5006103910038,11.8170149433581,7.48576111313085,32.8768406353942,24.45350740669,40.6838245686635
"Syngr2",1111.60374099668,965.045303992227,745.168502635315,892.345254831003,927.635673053607,866.476848844896,918.359748415344,852.379401033193,1035.33319074737
"Syngr3",0.698243555902438,0.692781984201168,0,0,7.09020896601483,6.55004097398949,1.09589468784647,1.1644527336519,4.20867150710312
"Syngr4",0,0,2.56659644994942,0,0,0,0,0,1.40289050236771
"Synj1",906.320135561364,971.280341850038,919.697061231875,2072.471854345,2135.3346002648,2277.54281867006,1260.27889102344,1328.64056909682,1227.52918957174
"Synj2",1043.17587251824,1059.95643582779,931.674511331639,361.399828206556,342.693433357384,359.316533430281,355.069878862257,328.375670889837,288.995443487748
"Synj2bp",881.881611104779,800.85597373655,900.875353932246,468.481258786277,514.040150036075,507.160315414615,417.535876069506,572.910744956737,447.522070255299
"Synm",16.0596017857561,13.1628576998222,5.98872504988198,46.8481258786277,41.3595523017532,29.9430444525234,4.38357875138589,10.4800746028671,9.82023351657396
"Synpo",1888.05057516019,1755.50954796576,1854.79370116345,678.182393671562,673.569851771409,631.611093920415,793.427754000846,825.5969881592,861.374768453773
"Synpo2",4.18946133541463,4.84947388940818,5.98872504988198,3.34629470561626,15.3621194263655,0,8.76715750277178,2.32890546730381,2.80578100473542
"Synpo2l",0,0,0,0,2.36340298867161,0,0,1.1644527336519,1.40289050236771
"Synpr",0,0.692781984201168,0,0,2.36340298867161,0,0,0,0
"Synrg",674.503275001755,557.68949728194,547.540575989209,638.026857204167,515.221851530411,524.00327791916,832.879962763319,791.827858883294,754.755090273827
"Syp",4.18946133541463,0,0,0,0,0,0,0,1.40289050236771
"Sypl1",1441.17469938263,1570.53675818405,1572.46809166901,1495.79373341047,1455.85624102171,1736.69657824636,1322.74488823069,1286.72027068535,1317.31418172328
"Sypl2",0,0,0,0,0,0,1.09589468784647,0,0
"Syt1",0,0,0,0,1.18170149433581,2.80716041742407,0,0,1.40289050236771
"Syt10",0,0,0,0,0,0,0,0,0
"Syt11",2.09473066770731,0,1.71106429996628,0,1.18170149433581,3.74288055656542,0,1.1644527336519,4.20867150710312
"Syt12",14.6631146739512,21.4762415102362,7.69978934984826,10.0388841168488,4.72680597734322,6.55004097398949,10.9589468784647,10.4800746028671,9.82023351657396
"Syt13",2.09473066770731,4.15669190520701,0,0,0,0,0,1.1644527336519,2.80578100473542
"Syt15",0.698243555902438,2.77112793680467,0,0,0,0,0,0,1.40289050236771
"Syt17",6.98243555902438,2.77112793680467,11.1219179497808,0,0,0,0,0,0
"Syt2",0,0,0,0,0,0,0,0,0
"Syt3",0,0,0,0,0,0,0,0,0
"Syt4",0,0,0,73.6184835235578,64.9935821884693,99.1863347489838,6.57536812707884,6.98671640191142,0
"Syt5",0,0,0,0,1.18170149433581,0,0,0,0
"Syt6",0,0.692781984201168,0,0,0,0,0,0,0
"Syt7",12.5683840062439,20.783459526035,26.5214966494773,124.92833567634,135.895671848618,162.815304210596,530.413028917693,373.789327502261,580.796667980231
"Syt8",99.1505849381462,116.387373345796,95.8196007981117,63.579599406709,89.8093135695212,75.7933312704499,73.4249440857137,85.005049556589,64.5329631089146
"Syt9",2.09473066770731,3.46390992100584,0.85553214998314,0,0,1.87144027828271,0,0,1.40289050236771
"Sytl1",419.644377097365,473.170095209398,493.642050540272,103.735135874104,107.534835984558,68.307570157319,46.0275768895518,59.3870894162471,47.6982770805021
"Sytl3",3.49121777951219,4.84947388940818,0,26.7703576449301,7.09020896601483,33.6859250090888,6.57536812707884,20.9601492057343,12.6260145213094
"Sytl4",67.7296249225365,45.0308289730759,58.1761861988535,2.23086313707751,11.8170149433581,9.35720139141356,15.3425256298506,18.6312437384305,9.82023351657396
"Sytl5",0,2.77112793680467,1.71106429996628,2.23086313707751,2.36340298867161,8.4214812522722,0,0,0
"Syvn1",675.201518557657,902.002143429921,917.985996931909,786.379255819822,759.834060857923,863.669688427472,704.660284285282,718.467336663225,680.401893648339
"Szrd1",2094.73066770731,2256.3909225432,2280.84871185505,2660.30429096493,2648.19304880654,2097.88455195492,2793.43555932066,2722.49049127815,3159.30941133208
"T",0,0,0,0,0,0,0,0,0
"T2",0,0,0,0,2.36340298867161,0,0,0,0
"Taar1",0,0,0,0,0,0,0,0,0
"Taar2",0,0,0,0,0,0,0,0,0
"Taar3",0,0,0,0,0,0,0,0,0
"Taar4",0,0,0,0,0,0,0,0,0
"Taar5",0,0,0,0,0,0,0,0,0
"Taar6",0,0,0,0,0,0,0,0,0
"Taar7a",0,0,0,0,0,0,0,0,0
"Taar7b",0,0,0,0,0,0,0,0,0
"Taar7c",0,0,0,0,0,0,0,0,0
"Taar7d",0,0,0,0,0,0,0,0,0
"Taar7e",0,0,0,0,0,0,0,0,0
"Taar7g",0,0,0,0,0,0,0,0,0
"Taar7h",0,0,0,0,0,0,0,0,0
"Taar8a",0,0,0,0,0,0,0,0,0
"Taar8b",0,0,0,0,0,0,0,0,0
"Taar8c",0,0,0,0,0,0,0,0,0
"Taar9",0,0,0,0,0,0,0,0,0
"Tab1",321.192035715121,315.908584795733,365.312228042801,149.467830184193,191.4356420824,186.20830768913,154.521150986353,152.543308108399,130.468816720197
"Tab2",1473.29390295414,1343.30426736606,1555.35744866935,3425.49034698251,3442.2964530002,3785.92368296593,3272.34153790957,3314.03247997332,2969.91919351244
"Tac1",0,0,0,0,2.36340298867161,0,3.28768406353942,6.98671640191142,1.40289050236771
"Tac3",0,0,0,0,2.36340298867161,0.935720139141356,0,0,0
"Tac4",0,0,0.85553214998314,0,0,2.80716041742407,0,0,0
"Tacc1",217.153745885658,230.003618754788,247.248791345127,151.698693321271,249.339015304855,142.229461149486,157.808835049892,214.25930299195,214.642246862259
"Tacc2",2089.842962816,2011.83888212019,1823.99454376405,1775.7670571137,1673.2893159795,1888.28324078726,1688.77371397141,1677.97638919239,1597.89228219682
"Tacc3",281.392153028682,618.654311891643,1279.87609637478,46.8481258786277,30.7242388527309,40.2359659830783,7.67126281492531,16.3023382711267,18.2375765307802
"Taco1",133.364519177366,103.224515645974,122.341097447589,76.964778229174,41.3595523017532,39.300245843937,69.0413653343278,65.2093530845066,78.5618681325917
"Tacr1",0,0,0,0,0,0,0,0,0
"Tacr2",0.698243555902438,2.0783459526035,0.85553214998314,0,0,0,0,0,0
"Tacr3",0,0,0,0,0,0,0,0,0
"Tacstd2",1346.2135757799,1310.74351410861,1585.30107391876,12738.2285127126,13719.5543492387,12298.1697887348,10992.919613788,11642.1984310517,10633.9100079472
"Tada1",142.441685404097,140.634742792837,188.217072996291,180.699914103278,186.708836105057,193.694068802261,168.767781928357,241.041715865944,189.390217819641
"Tada2a",442.686414442145,478.712351083007,491.930986240305,354.707238795324,356.873851289413,430.431264005024,374.795983243494,398.242834908951,374.571764132178
"Tada2b",342.837585948097,365.788887658217,419.210753491739,469.596690354815,421.867433477883,345.28073134316,272.877777273772,280.633108810109,235.685604397775
"Tada3",367.276110404682,326.30031455875,384.13393534243,342.437491541397,441.956358881591,352.766492456291,220.274832257141,236.383904931336,190.793108322008
"Taf1",1534.73933587356,1526.89149317937,1427.02762617188,1773.53619397662,1662.65400253048,1790.03262617741,1575.89656112323,1497.48621547635,1394.4731593535
"Taf10",1310.60315442888,1256.01373735672,1199.45607427636,1118.77786324437,1010.35477765711,895.484173158278,1191.23752568912,1181.91952465668,1520.7333045666
"Taf11",295.357024146731,268.799409870053,218.160698245701,306.743681348157,282.426657146258,379.902376491391,255.343462268228,217.752661192906,300.21856750669
"Taf12",516.700231367804,480.790697035611,509.897161389951,479.635574471664,567.216717281187,591.375127937337,598.358499564174,576.404103157692,593.422682501541
"Taf13",688.468146119804,669.92017872253,814.466606783949,499.713342705362,607.394568088604,611.960970998447,428.494822947971,365.638158366698,385.79488815112
"Taf15",1576.6339492277,1759.66623987097,1882.17072996291,1234.7827463724,1254.96698698463,877.705490514592,951.236589050738,890.806341243706,1022.70717622606
"Taf1a",99.8488284940486,94.2183498513589,106.941518747892,148.352398615654,154.802895757991,193.694068802261,73.4249440857137,72.196069486418,54.7127295923406
